Datetime,Adj_Close,Close,High,Low,Open,Volume
2025-10-14 09:25:00+05:30,25292.2,25292.2,25301.95,25283.0,25300.7,0.0
2025-10-14 09:30:00+05:30,25283.5,25283.5,25298.05,25281.65,25291.8,0.0
2025-10-14 09:35:00+05:30,25248.35,25248.35,25293.5,25248.25,25285.75,0.0
2025-10-14 09:40:00+05:30,25236.85,25236.85,25263.8,25235.4,25249.45,0.0
2025-10-14 09:45:00+05:30,25234.45,25234.45,25246.85,25222.7,25236.7,0.0
2025-10-14 09:50:00+05:30,25224.4,25224.4,25238.8,25221.7,25234.55,0.0
2025-10-14 09:55:00+05:30,25207.55,25207.55,25225.3,25203.45,25224.3,0.0
2025-10-14 10:00:00+05:30,25194.7,25194.7,25229.45,25185.55,25206.1,0.0
2025-10-14 10:05:00+05:30,25195.0,25195.0,25196.05,25176.85,25194.7,0.0
2025-10-14 10:10:00+05:30,25196.7,25196.7,25205.1,25188.9,25195.45,0.0
2025-10-14 10:15:00+05:30,25181.6,25181.6,25202.05,25174.15,25196.65,0.0
2025-10-14 10:20:00+05:30,25194.2,25194.2,25194.2,25165.05,25181.3,0.0
2025-10-14 10:25:00+05:30,25210.45,25210.45,25213.0,25191.15,25194.7,0.0
2025-10-14 10:30:00+05:30,25214.95,25214.95,25218.35,25201.25,25210.3,0.0
2025-10-14 10:35:00+05:30,25213.2,25213.2,25217.7,25204.1,25214.8,0.0
2025-10-14 10:40:00+05:30,25219.05,25219.05,25224.1,25194.55,25213.95,0.0
2025-10-14 10:45:00+05:30,25211.5,25211.5,25240.25,25210.3,25218.25,0.0
2025-10-14 10:50:00+05:30,25204.95,25204.95,25212.7,25200.55,25212.6,0.0
2025-10-14 10:55:00+05:30,25201.65,25201.65,25212.4,25200.05,25204.7,0.0
2025-10-14 11:00:00+05:30,25192.3,25192.3,25203.05,25184.7,25201.7,0.0
2025-10-14 11:05:00+05:30,25173.15,25173.15,25200.9,25166.25,25192.2,0.0
2025-10-14 11:10:00+05:30,25174.0,25174.0,25176.65,25159.55,25173.35,0.0
2025-10-14 11:15:00+05:30,25140.8,25140.8,25173.95,25138.3,25173.65,0.0
2025-10-14 11:20:00+05:30,25132.05,25132.05,25148.45,25129.95,25141.4,0.0
2025-10-14 11:25:00+05:30,25141.55,25141.55,25141.55,25116.05,25132.0,0.0
2025-10-14 11:30:00+05:30,25136.1,25136.1,25141.05,25122.5,25140.85,0.0
2025-10-14 11:35:00+05:30,25148.4,25148.4,25148.7,25133.75,25136.1,0.0
2025-10-14 11:40:00+05:30,25144.85,25144.85,25157.8,25139.85,25148.5,0.0
2025-10-14 11:45:00+05:30,25141.2,25141.2,25145.45,25128.8,25144.15,0.0
2025-10-14 11:50:00+05:30,25152.4,25152.4,25153.1,25136.4,25140.5,0.0
2025-10-14 11:55:00+05:30,25155.5,25155.5,25162.55,25145.0,25152.85,0.0
2025-10-14 12:00:00+05:30,25155.65,25155.65,25169.2,25151.25,25155.55,0.0
2025-10-14 12:05:00+05:30,25116.15,25116.15,25156.8,25110.1,25156.8,0.0
2025-10-14 12:10:00+05:30,25118.35,25118.35,25118.75,25101.95,25115.4,0.0
2025-10-14 12:15:00+05:30,25121.7,25121.7,25127.7,25111.15,25118.45,0.0
2025-10-14 12:20:00+05:30,25126.35,25126.35,25128.5,25111.7,25122.7,0.0
2025-10-14 12:25:00+05:30,25090.35,25090.35,25125.2,25089.35,25125.15,0.0
2025-10-14 12:30:00+05:30,25104.7,25104.7,25107.0,25084.55,25090.45,0.0
2025-10-14 12:35:00+05:30,25077.0,25077.0,25110.85,25076.8,25105.9,0.0
2025-10-14 12:40:00+05:30,25066.3,25066.3,25088.7,25061.25,25076.4,0.0
2025-10-14 12:45:00+05:30,25086.6,25086.6,25090.15,25062.65,25067.15,0.0
2025-10-14 12:50:00+05:30,25089.95,25089.95,25095.25,25083.85,25087.55,0.0
2025-10-14 12:55:00+05:30,25098.1,25098.1,25104.45,25088.5,25090.35,0.0
2025-10-14 13:00:00+05:30,25094.0,25094.0,25107.7,25078.9,25098.6,0.0
2025-10-14 13:05:00+05:30,25074.9,25074.9,25106.2,25066.6,25094.1,0.0
2025-10-14 13:10:00+05:30,25084.05,25084.05,25092.25,25065.65,25075.05,0.0
2025-10-14 13:15:00+05:30,25084.95,25084.95,25087.95,25079.7,25084.55,0.0
2025-10-14 13:20:00+05:30,25096.45,25096.45,25096.6,25079.55,25086.25,0.0
2025-10-14 13:25:00+05:30,25100.9,25100.9,25100.9,25091.7,25096.65,0.0
2025-10-14 13:30:00+05:30,25129.45,25129.45,25129.45,25100.25,25100.5,0.0
2025-10-14 13:35:00+05:30,25122.7,25122.7,25137.95,25107.0,25128.85,0.0
2025-10-14 13:40:00+05:30,25121.8,25121.8,25135.45,25120.4,25122.35,0.0
2025-10-14 13:45:00+05:30,25128.85,25128.85,25137.9,25098.7,25120.95,0.0
2025-10-14 13:50:00+05:30,25108.4,25108.4,25128.95,25106.45,25128.9,0.0
2025-10-14 13:55:00+05:30,25123.05,25123.05,25126.25,25105.75,25108.2,0.0
2025-10-14 14:00:00+05:30,25129.25,25129.25,25129.25,25111.6,25122.0,0.0
2025-10-14 14:05:00+05:30,25126.45,25126.45,25135.1,25119.3,25130.5,0.0
2025-10-14 14:10:00+05:30,25122.75,25122.75,25126.8,25095.05,25124.95,0.0
2025-10-14 14:15:00+05:30,25106.3,25106.3,25136.7,25099.2,25123.0,0.0
2025-10-14 14:20:00+05:30,25149.1,25149.1,25149.1,25103.05,25106.9,0.0
2025-10-14 14:25:00+05:30,25145.3,25145.3,25155.45,25138.85,25148.4,0.0
2025-10-14 14:30:00+05:30,25168.9,25168.9,25172.25,25145.05,25145.05,0.0
2025-10-14 14:35:00+05:30,25169.25,25169.25,25197.45,25165.2,25168.55,0.0
2025-10-14 14:40:00+05:30,25178.65,25178.65,25185.95,25159.85,25170.0,0.0
2025-10-14 14:45:00+05:30,25163.8,25163.8,25192.9,25134.75,25177.65,0.0
2025-10-14 14:50:00+05:30,25173.65,25173.65,25173.8,25157.35,25162.6,0.0
2025-10-14 14:55:00+05:30,25177.5,25177.5,25180.85,25153.15,25173.6,0.0
2025-10-14 15:00:00+05:30,25150.55,25150.55,25177.9,25148.4,25177.1,0.0
2025-10-14 15:05:00+05:30,25150.3,25150.3,25165.25,25143.15,25150.4,0.0
2025-10-14 15:10:00+05:30,25144.8,25144.8,25150.0,25135.35,25149.85,0.0
2025-10-14 15:15:00+05:30,25144.45,25144.45,25161.4,25135.45,25145.25,0.0
2025-10-14 15:20:00+05:30,25126.85,25126.85,25145.55,25124.5,25143.8,0.0
2025-10-14 15:25:00+05:30,25123.35,25123.35,25129.45,25112.7,25126.1,0.0
2025-10-15 09:15:00+05:30,25239.95,25239.95,25248.25,25163.2,25181.55,0.0
2025-10-15 09:20:00+05:30,25242.55,25242.55,25255.05,25231.45,25242.0,0.0
2025-10-15 09:25:00+05:30,25252.65,25252.65,25257.2,25239.65,25243.2,0.0
2025-10-15 09:30:00+05:30,25253.5,25253.5,25267.3,25253.3,25253.3,0.0
2025-10-15 09:35:00+05:30,25223.4,25223.4,25255.1,25222.0,25253.65,0.0
2025-10-15 09:40:00+05:30,25224.7,25224.7,25231.4,25215.1,25223.3,0.0
2025-10-15 09:45:00+05:30,25221.65,25221.65,25239.2,25219.5,25225.9,0.0
2025-10-15 09:50:00+05:30,25222.8,25222.8,25223.2,25209.1,25222.35,0.0
2025-10-15 09:55:00+05:30,25216.55,25216.55,25229.35,25215.15,25222.5,0.0
2025-10-15 10:00:00+05:30,25216.1,25216.1,25226.35,25212.35,25216.55,0.0
2025-10-15 10:05:00+05:30,25229.9,25229.9,25231.2,25213.65,25215.75,0.0
2025-10-15 10:10:00+05:30,25251.25,25251.25,25252.45,25229.3,25229.6,0.0
2025-10-15 10:15:00+05:30,25252.7,25252.7,25260.75,25250.45,25250.55,0.0
2025-10-15 10:20:00+05:30,25272.95,25272.95,25276.25,25250.05,25254.2,0.0
2025-10-15 10:25:00+05:30,25273.65,25273.65,25279.2,25269.6,25273.85,0.0
2025-10-15 10:30:00+05:30,25289.8,25289.8,25290.75,25273.75,25274.9,0.0
2025-10-15 10:35:00+05:30,25289.25,25289.25,25293.5,25285.7,25290.45,0.0
2025-10-15 10:40:00+05:30,25292.05,25292.05,25300.05,25288.1,25288.85,0.0
2025-10-15 10:45:00+05:30,25282.95,25282.95,25292.6,25278.7,25292.1,0.0
2025-10-15 10:50:00+05:30,25305.35,25305.35,25308.25,25276.75,25282.9,0.0
2025-10-15 10:55:00+05:30,25315.95,25315.95,25317.6,25296.4,25306.2,0.0
2025-10-15 11:00:00+05:30,25301.7,25301.7,25326.0,25298.35,25317.1,0.0
2025-10-15 11:05:00+05:30,25294.1,25294.1,25302.8,25289.05,25302.05,0.0
2025-10-15 11:10:00+05:30,25292.6,25292.6,25296.65,25287.0,25293.9,0.0
2025-10-15 11:15:00+05:30,25292.4,25292.4,25295.4,25288.8,25292.25,0.0
2025-10-15 11:20:00+05:30,25303.65,25303.65,25303.65,25290.3,25292.7,0.0
2025-10-15 11:25:00+05:30,25319.25,25319.25,25322.9,25299.85,25303.05,0.0
2025-10-15 11:30:00+05:30,25307.15,25307.15,25320.75,25305.65,25319.7,0.0
2025-10-15 11:35:00+05:30,25304.15,25304.15,25309.55,25295.0,25307.15,0.0
2025-10-15 11:40:00+05:30,25304.85,25304.85,25311.0,25301.75,25304.25,0.0
2025-10-15 11:45:00+05:30,25296.8,25296.8,25305.1,25291.1,25304.2,0.0
2025-10-15 11:50:00+05:30,25304.55,25304.55,25306.75,25294.3,25297.3,0.0
2025-10-15 11:55:00+05:30,25306.95,25306.95,25315.65,25303.1,25304.45,0.0
2025-10-15 12:00:00+05:30,25292.3,25292.3,25312.8,25292.05,25307.8,0.0
2025-10-15 12:05:00+05:30,25302.85,25302.85,25312.45,25288.85,25293.35,0.0
2025-10-15 12:10:00+05:30,25288.25,25288.25,25303.65,25288.25,25302.55,0.0
2025-10-15 12:15:00+05:30,25294.9,25294.9,25305.45,25286.9,25289.3,0.0
2025-10-15 12:20:00+05:30,25294.75,25294.75,25296.9,25282.7,25294.95,0.0
2025-10-15 12:25:00+05:30,25307.0,25307.0,25310.45,25290.4,25296.45,0.0
2025-10-15 12:30:00+05:30,25309.8,25309.8,25313.45,25303.45,25307.35,0.0
2025-10-15 12:35:00+05:30,25308.65,25308.65,25310.55,25301.1,25310.45,0.0
2025-10-15 12:40:00+05:30,25319.85,25319.85,25321.5,25305.6,25307.3,0.0
2025-10-15 12:45:00+05:30,25312.0,25312.0,25322.8,25307.0,25319.7,0.0
2025-10-15 12:50:00+05:30,25327.45,25327.45,25328.35,25312.5,25314.1,0.0
2025-10-15 12:55:00+05:30,25331.05,25331.05,25331.7,25323.15,25328.75,0.0
2025-10-15 13:00:00+05:30,25331.8,25331.8,25335.6,25327.7,25331.35,0.0
2025-10-15 13:05:00+05:30,25331.2,25331.2,25336.1,25328.6,25332.2,0.0
2025-10-15 13:10:00+05:30,25325.5,25325.5,25333.8,25324.7,25333.15,0.0
2025-10-15 13:15:00+05:30,25344.85,25344.85,25349.6,25324.95,25326.9,0.0
2025-10-15 13:20:00+05:30,25343.0,25343.0,25353.7,25338.4,25346.2,0.0
2025-10-15 13:25:00+05:30,25349.0,25349.0,25361.75,25337.85,25343.2,0.0
2025-10-15 13:30:00+05:30,25360.45,25360.45,25361.05,25348.55,25350.3,0.0
2025-10-15 13:35:00+05:30,25353.9,25353.9,25364.35,25352.45,25360.85,0.0
2025-10-15 13:40:00+05:30,25350.25,25350.25,25355.15,25347.0,25353.1,0.0
2025-10-15 13:45:00+05:30,25346.7,25346.7,25356.95,25345.55,25350.8,0.0
2025-10-15 13:50:00+05:30,25342.4,25342.4,25352.4,25341.5,25346.55,0.0
2025-10-15 13:55:00+05:30,25334.7,25334.7,25346.1,25332.2,25342.25,0.0
2025-10-15 14:00:00+05:30,25323.8,25323.8,25338.45,25322.85,25335.15,0.0
2025-10-15 14:05:00+05:30,25330.6,25330.6,25338.6,25311.9,25325.2,0.0
2025-10-15 14:10:00+05:30,25326.9,25326.9,25335.3,25317.65,25331.25,0.0
2025-10-15 14:15:00+05:30,25330.8,25330.8,25332.8,25312.45,25328.25,0.0
2025-10-15 14:20:00+05:30,25325.8,25325.8,25332.4,25318.25,25330.8,0.0
2025-10-15 14:25:00+05:30,25333.75,25333.75,25336.4,25323.5,25326.2,0.0
2025-10-15 14:30:00+05:30,25331.85,25331.85,25336.95,25318.95,25333.85,0.0
2025-10-15 14:35:00+05:30,25324.35,25324.35,25337.95,25323.75,25333.05,0.0
2025-10-15 14:40:00+05:30,25330.5,25330.5,25336.85,25322.65,25325.8,0.0
2025-10-15 14:45:00+05:30,25298.85,25298.85,25333.95,25296.6,25331.05,0.0
2025-10-15 14:50:00+05:30,25312.9,25312.9,25317.2,25287.1,25298.0,0.0
2025-10-15 14:55:00+05:30,25316.0,25316.0,25318.2,25308.5,25314.05,0.0
2025-10-15 15:00:00+05:30,25312.5,25312.5,25316.65,25303.65,25314.85,0.0
2025-10-15 15:05:00+05:30,25316.2,25316.2,25319.35,25310.1,25312.4,0.0
2025-10-15 15:10:00+05:30,25327.95,25327.95,25330.0,25313.45,25315.6,0.0
2025-10-15 15:15:00+05:30,25328.9,25328.9,25331.8,25324.75,25328.2,0.0
2025-10-15 15:20:00+05:30,25333.15,25333.15,25334.7,25325.2,25329.25,0.0
2025-10-15 15:25:00+05:30,25327.75,25327.75,25336.65,25323.85,25332.95,0.0
2025-10-16 09:15:00+05:30,25412.15,25412.15,25424.65,25382.85,25401.0,0.0
2025-10-16 09:20:00+05:30,25413.6,25413.6,25427.2,25401.65,25412.5,0.0
2025-10-16 09:25:00+05:30,25424.2,25424.2,25430.15,25405.7,25412.8,0.0
2025-10-16 09:30:00+05:30,25433.35,25433.35,25436.85,25420.8,25424.75,0.0
2025-10-16 09:35:00+05:30,25413.8,25413.8,25440.35,25412.55,25433.0,0.0
2025-10-16 09:40:00+05:30,25431.4,25431.4,25431.45,25412.0,25414.1,0.0
2025-10-16 09:45:00+05:30,25437.85,25437.85,25441.1,25430.7,25431.05,0.0
2025-10-16 09:50:00+05:30,25451.15,25451.15,25452.1,25431.85,25438.25,0.0
2025-10-16 09:55:00+05:30,25434.55,25434.55,25452.75,25433.65,25451.25,0.0
2025-10-16 10:00:00+05:30,25443.95,25443.95,25445.75,25429.2,25434.75,0.0
2025-10-16 10:05:00+05:30,25437.3,25437.3,25445.1,25434.75,25443.7,0.0
2025-10-16 10:10:00+05:30,25423.45,25423.45,25437.6,25422.35,25436.25,0.0
2025-10-16 10:15:00+05:30,25436.9,25436.9,25438.9,25417.55,25423.65,0.0
2025-10-16 10:20:00+05:30,25449.5,25449.5,25450.3,25433.85,25437.2,0.0
2025-10-16 10:25:00+05:30,25453.25,25453.25,25459.1,25447.35,25449.9,0.0
2025-10-16 10:30:00+05:30,25454.8,25454.8,25460.5,25451.05,25452.9,0.0
2025-10-16 10:35:00+05:30,25456.45,25456.45,25457.6,25450.55,25454.55,0.0
2025-10-16 10:40:00+05:30,25458.95,25458.95,25460.95,25452.35,25456.5,0.0
2025-10-16 10:45:00+05:30,25462.2,25462.2,25465.75,25457.3,25459.15,0.0
2025-10-16 10:50:00+05:30,25458.4,25458.4,25464.4,25453.9,25462.7,0.0
2025-10-16 10:55:00+05:30,25467.5,25467.5,25468.75,25455.8,25458.55,0.0
2025-10-16 11:00:00+05:30,25463.55,25463.55,25472.6,25462.1,25467.85,0.0
2025-10-16 11:05:00+05:30,25464.65,25464.65,25466.0,25459.45,25464.6,0.0
2025-10-16 11:10:00+05:30,25462.25,25462.25,25469.95,25461.45,25465.0,0.0
2025-10-16 11:15:00+05:30,25461.2,25461.2,25465.15,25459.1,25461.75,0.0
2025-10-16 11:20:00+05:30,25451.0,25451.0,25462.4,25450.25,25461.5,0.0
2025-10-16 11:25:00+05:30,25459.65,25459.65,25460.15,25450.0,25450.75,0.0
2025-10-16 11:30:00+05:30,25454.5,25454.5,25468.45,25452.3,25459.3,0.0
2025-10-16 11:35:00+05:30,25453.65,25453.65,25456.85,25450.95,25454.7,0.0
2025-10-16 11:40:00+05:30,25447.1,25447.1,25454.6,25445.25,25453.75,0.0
2025-10-16 11:45:00+05:30,25442.65,25442.65,25449.0,25442.0,25447.0,0.0
2025-10-16 11:50:00+05:30,25461.0,25461.0,25463.8,25441.6,25442.0,0.0
2025-10-16 11:55:00+05:30,25451.35,25451.35,25460.55,25448.3,25460.55,0.0
2025-10-16 12:00:00+05:30,25458.65,25458.65,25466.75,25450.45,25450.65,0.0
2025-10-16 12:05:00+05:30,25455.0,25455.0,25462.6,25450.85,25458.5,0.0
2025-10-16 12:10:00+05:30,25477.0,25477.0,25478.05,25454.45,25455.45,0.0
2025-10-16 12:15:00+05:30,25479.05,25479.05,25485.1,25475.9,25476.9,0.0
2025-10-16 12:20:00+05:30,25490.45,25490.45,25493.35,25474.75,25477.55,0.0
2025-10-16 12:25:00+05:30,25496.0,25496.0,25500.6,25489.3,25491.0,0.0
2025-10-16 12:30:00+05:30,25507.25,25507.25,25507.7,25496.25,25496.25,0.0
2025-10-16 12:35:00+05:30,25510.65,25510.65,25512.35,25500.95,25507.4,0.0
2025-10-16 12:40:00+05:30,25506.65,25506.65,25516.25,25505.25,25510.65,0.0
2025-10-16 12:45:00+05:30,25497.7,25497.7,25507.95,25493.35,25507.1,0.0
2025-10-16 12:50:00+05:30,25515.8,25515.8,25516.95,25497.4,25497.55,0.0
2025-10-16 12:55:00+05:30,25503.85,25503.85,25518.85,25500.15,25515.65,0.0
2025-10-16 13:00:00+05:30,25515.7,25515.7,25522.7,25499.4,25503.8,0.0
2025-10-16 13:05:00+05:30,25508.75,25508.75,25517.6,25508.65,25515.45,0.0
2025-10-16 13:10:00+05:30,25524.0,25524.0,25525.6,25509.2,25509.65,0.0
2025-10-16 13:15:00+05:30,25505.0,25505.0,25527.3,25504.1,25523.8,0.0
2025-10-16 13:20:00+05:30,25517.6,25517.6,25524.05,25504.25,25506.4,0.0
2025-10-16 13:25:00+05:30,25524.85,25524.85,25529.75,25516.25,25517.75,0.0
2025-10-16 13:30:00+05:30,25530.6,25530.6,25532.7,25518.8,25525.15,0.0
2025-10-16 13:35:00+05:30,25527.4,25527.4,25534.6,25524.8,25530.85,0.0
2025-10-16 13:40:00+05:30,25539.5,25539.5,25543.2,25515.2,25526.95,0.0
2025-10-16 13:45:00+05:30,25539.0,25539.0,25544.1,25536.35,25539.2,0.0
2025-10-16 13:50:00+05:30,25529.2,25529.2,25541.15,25526.95,25538.8,0.0
2025-10-16 13:55:00+05:30,25540.0,25540.0,25541.75,25524.5,25531.3,0.0
2025-10-16 14:00:00+05:30,25553.85,25553.85,25558.45,25538.4,25539.75,0.0
2025-10-16 14:05:00+05:30,25573.9,25573.9,25576.4,25550.05,25557.0,0.0
2025-10-16 14:10:00+05:30,25551.85,25551.85,25575.35,25550.95,25572.8,0.0
2025-10-16 14:15:00+05:30,25560.05,25560.05,25565.25,25552.6,25552.65,0.0
2025-10-16 14:20:00+05:30,25589.0,25589.0,25589.0,25557.6,25560.2,0.0
2025-10-16 14:25:00+05:30,25581.25,25581.25,25588.4,25574.5,25588.0,0.0
2025-10-16 14:30:00+05:30,25595.6,25595.6,25597.55,25577.95,25581.25,0.0
2025-10-16 14:35:00+05:30,25602.1,25602.1,25621.75,25594.05,25594.8,0.0
2025-10-16 14:40:00+05:30,25607.85,25607.85,25610.75,25599.1,25601.5,0.0
2025-10-16 14:45:00+05:30,25593.65,25593.65,25622.65,25585.9,25608.75,0.0
2025-10-16 14:50:00+05:30,25608.1,25608.1,25613.1,25581.55,25593.7,0.0
2025-10-16 14:55:00+05:30,25621.0,25621.0,25624.8,25597.2,25608.05,0.0
2025-10-16 15:00:00+05:30,25599.4,25599.4,25624.65,25591.45,25621.85,0.0
2025-10-16 15:05:00+05:30,25584.55,25584.55,25599.1,25575.0,25599.1,0.0
2025-10-16 15:10:00+05:30,25568.55,25568.55,25590.15,25566.65,25583.75,0.0
2025-10-16 15:15:00+05:30,25573.6,25573.6,25582.9,25565.9,25567.8,0.0
2025-10-16 15:20:00+05:30,25574.8,25574.8,25578.05,25569.0,25572.75,0.0
2025-10-16 15:25:00+05:30,25566.3,25566.3,25577.75,25566.1,25574.65,0.0
2025-10-17 09:15:00+05:30,25554.05,25554.05,25564.7,25508.95,25541.3,0.0
2025-10-17 09:20:00+05:30,25556.45,25556.45,25563.7,25537.3,25553.2,0.0
2025-10-17 09:25:00+05:30,25604.4,25604.4,25604.4,25547.55,25556.5,0.0
2025-10-17 09:30:00+05:30,25606.9,25606.9,25609.55,25596.25,25604.55,0.0
2025-10-17 09:35:00+05:30,25615.9,25615.9,25618.75,25599.3,25606.75,0.0
2025-10-17 09:40:00+05:30,25618.9,25618.9,25623.6,25603.2,25616.7,0.0
2025-10-17 09:45:00+05:30,25576.3,25576.3,25620.85,25575.55,25619.05,0.0
2025-10-17 09:50:00+05:30,25593.45,25593.45,25595.2,25562.55,25576.25,0.0
2025-10-17 09:55:00+05:30,25603.2,25603.2,25611.85,25591.65,25593.65,0.0
2025-10-17 10:00:00+05:30,25618.75,25618.75,25624.25,25603.15,25603.35,0.0
2025-10-17 10:05:00+05:30,25659.85,25659.85,25659.85,25617.05,25617.85,0.0
2025-10-17 10:10:00+05:30,25670.15,25670.15,25677.0,25658.0,25658.75,0.0
2025-10-17 10:15:00+05:30,25671.4,25671.4,25685.05,25667.9,25670.15,0.0
2025-10-17 10:20:00+05:30,25673.05,25673.05,25676.5,25665.1,25672.75,0.0
2025-10-17 10:25:00+05:30,25676.1,25676.1,25679.95,25670.7,25671.95,0.0
2025-10-17 10:30:00+05:30,25691.1,25691.1,25693.05,25674.65,25677.1,0.0
2025-10-17 10:35:00+05:30,25683.1,25683.1,25698.8,25676.8,25691.35,0.0
2025-10-17 10:40:00+05:30,25689.7,25689.7,25692.5,25678.05,25683.5,0.0
2025-10-17 10:45:00+05:30,25691.6,25691.6,25700.25,25684.9,25692.95,0.0
2025-10-17 10:50:00+05:30,25707.25,25707.25,25712.25,25685.05,25690.25,0.0
2025-10-17 10:55:00+05:30,25727.75,25727.75,25728.95,25706.5,25707.6,0.0
2025-10-17 11:00:00+05:30,25739.5,25739.5,25750.65,25727.5,25727.7,0.0
2025-10-17 11:05:00+05:30,25743.55,25743.55,25745.95,25727.05,25739.8,0.0
2025-10-17 11:10:00+05:30,25750.65,25750.65,25757.95,25743.55,25743.55,0.0
2025-10-17 11:15:00+05:30,25754.0,25754.0,25759.35,25749.45,25751.05,0.0
2025-10-17 11:20:00+05:30,25753.0,25753.0,25759.9,25744.25,25754.45,0.0
2025-10-17 11:25:00+05:30,25766.4,25766.4,25771.75,25750.55,25753.25,0.0
2025-10-17 11:30:00+05:30,25769.2,25769.2,25774.55,25760.7,25767.65,0.0
2025-10-17 11:35:00+05:30,25763.3,25763.3,25776.7,25759.35,25770.2,0.0
2025-10-17 11:40:00+05:30,25743.35,25743.35,25764.7,25730.8,25763.7,0.0
2025-10-17 11:45:00+05:30,25753.5,25753.5,25754.1,25728.5,25742.05,0.0
2025-10-17 11:50:00+05:30,25741.55,25741.55,25752.9,25710.4,25752.9,0.0
2025-10-17 11:55:00+05:30,25754.85,25754.85,25756.9,25730.5,25741.05,0.0
2025-10-17 12:00:00+05:30,25759.6,25759.6,25761.35,25746.35,25754.75,0.0
2025-10-17 12:05:00+05:30,25757.7,25757.7,25761.55,25750.25,25761.55,0.0
2025-10-17 12:10:00+05:30,25760.6,25760.6,25768.65,25757.2,25759.7,0.0
2025-10-17 12:15:00+05:30,25766.9,25766.9,25768.5,25738.7,25763.95,0.0
2025-10-17 12:20:00+05:30,25774.45,25774.45,25774.75,25756.35,25769.2,0.0
2025-10-17 12:25:00+05:30,25776.75,25776.75,25780.95,25769.25,25775.45,0.0
2025-10-17 12:30:00+05:30,25774.1,25774.1,25778.55,25770.8,25778.4,0.0
2025-10-17 12:35:00+05:30,25760.25,25760.25,25775.55,25756.45,25775.55,0.0
2025-10-17 12:40:00+05:30,25756.4,25756.4,25766.3,25750.5,25762.55,0.0
2025-10-17 12:45:00+05:30,25738.2,25738.2,25770.4,25719.15,25757.65,0.0
2025-10-17 12:50:00+05:30,25698.45,25698.45,25740.75,25685.85,25740.75,0.0
2025-10-17 12:55:00+05:30,25701.2,25701.2,25708.15,25684.75,25700.9,0.0
2025-10-17 13:00:00+05:30,25674.85,25674.85,25716.25,25672.2,25703.45,0.0
2025-10-17 13:05:00+05:30,25666.85,25666.85,25682.1,25652.8,25675.85,0.0
2025-10-17 13:10:00+05:30,25668.75,25668.75,25687.9,25656.3,25668.6,0.0
2025-10-17 13:15:00+05:30,25672.05,25672.05,25689.4,25663.65,25670.25,0.0
2025-10-17 13:20:00+05:30,25688.15,25688.15,25698.5,25671.75,25673.9,0.0
2025-10-17 13:25:00+05:30,25677.35,25677.35,25705.2,25676.8,25689.65,0.0
2025-10-17 13:30:00+05:30,25650.7,25650.7,25684.2,25647.35,25682.05,0.0
2025-10-17 13:35:00+05:30,25642.6,25642.6,25652.1,25620.45,25652.1,0.0
2025-10-17 13:40:00+05:30,25663.2,25663.2,25675.15,25640.45,25643.05,0.0
2025-10-17 13:45:00+05:30,25652.6,25652.6,25664.55,25642.65,25664.55,0.0
2025-10-17 13:50:00+05:30,25642.6,25642.6,25657.6,25632.85,25654.55,0.0
2025-10-17 13:55:00+05:30,25673.9,25673.9,25675.85,25637.65,25644.5,0.0
2025-10-17 14:00:00+05:30,25674.0,25674.0,25679.05,25658.6,25677.4,0.0
2025-10-17 14:05:00+05:30,25686.55,25686.55,25688.0,25666.7,25675.55,0.0
2025-10-17 14:10:00+05:30,25682.1,25682.1,25709.1,25677.05,25688.35,0.0
2025-10-17 14:15:00+05:30,25699.3,25699.3,25705.85,25658.25,25683.95,0.0
2025-10-17 14:20:00+05:30,25710.25,25710.25,25715.5,25694.2,25701.15,0.0
2025-10-17 14:25:00+05:30,25679.5,25679.5,25721.0,25679.5,25711.85,0.0
2025-10-17 14:30:00+05:30,25705.45,25705.45,25707.2,25672.3,25683.0,0.0
2025-10-17 14:35:00+05:30,25729.45,25729.45,25739.0,25704.35,25706.95,0.0
2025-10-17 14:40:00+05:30,25731.1,25731.1,25742.0,25718.2,25732.25,0.0
2025-10-17 14:45:00+05:30,25723.4,25723.4,25751.7,25719.55,25732.8,0.0
2025-10-17 14:50:00+05:30,25729.15,25729.15,25733.95,25702.15,25724.95,0.0
2025-10-17 14:55:00+05:30,25725.1,25725.1,25735.85,25721.6,25731.35,0.0
2025-10-17 15:00:00+05:30,25710.65,25710.65,25725.95,25704.85,25725.95,0.0
2025-10-17 15:05:00+05:30,25713.5,25713.5,25724.45,25710.0,25712.15,0.0
2025-10-17 15:10:00+05:30,25708.35,25708.35,25713.8,25698.55,25713.8,0.0
2025-10-17 15:15:00+05:30,25711.5,25711.5,25716.85,25703.4,25708.3,0.0
2025-10-17 15:20:00+05:30,25703.9,25703.9,25717.35,25702.1,25711.1,0.0
2025-10-17 15:25:00+05:30,25704.7,25704.7,25707.6,25696.0,25703.4,0.0
2025-10-20 09:15:00+05:30,25902.8,25902.8,25915.4,25816.35,25816.35,0.0
2025-10-20 09:20:00+05:30,25859.15,25859.15,25924.65,25859.15,25903.25,0.0
2025-10-20 09:25:00+05:30,25878.65,25878.65,25880.45,25829.1,25859.95,0.0
2025-10-20 09:30:00+05:30,25872.7,25872.7,25895.3,25865.45,25879.4,0.0
2025-10-20 09:35:00+05:30,25852.3,25852.3,25882.3,25838.15,25872.6,0.0
